NARRATIVE,injury_level
employee stepped sharp piece metal cut foot taken medical treatment due diabetic condition immediately returned work routine exam early april employee informed infection foot employee filed comp claim payment started employee remains work,Major
dozer operator pushing waste material access road material dozer gave way dozer slid high wall,Minor
employee bent get equipment gang box wind blew lid onto head sustained laceration top head,Minor
ee driving euclid r60 bringing sand asphalt plant dumping heard noise coming left rear tire area exited cab saw bulge forming tire turned get away tire burst 10 15 foot away tire burst forcing ground breaking lower left leg another employee area tire blew suffered ruptured eardrum,Major
sorting pallet stone piece 24x30 fell back pinched finger another piece stone,Minor
lifted carried bucket grease step use lifting device supplied purpose per company call hernia inflammation prostate coder 12,Minor
ee came step put fire floor level hot kiln feed stepped,Major
employee walking packhouse warehouse inspect sump pump stepped cracked portion concrete floor twisted right ankle broken concrete 10 inch 12 inch 1 inch deep employee sustained sprained right ankle,Major
employee stepped rock cleaning catwalk injured knee,Minor
transferring masonry silo dust escaped filled travel area causing employee see step clearly employee tripped hit knee step area,Major
employee changing bearing screen pulling hard break bolt loose strained abdomin,Major
employee picked piece scrap steel plate ground upper plant section angle iron slid plate fell top right foot,Major
ee exiting vehicle put foot fuel tank treadplate missing slipped landed ankle causing ankle sprain treadplate since replaced,Major
correct hazard portal area mine 2 coolspring quarry first access road constructed present back filled area obtain access bench area safe access obtained use dozer excavator minimum 50 100 foot width cleared material failed leave material back wall supp,Minor
removing liner plate ee hand got caught liner mill shell support pipe liner removed,Minor
ee lifting screen use piece steel pry bar slipped underneath screen hit right eye steel bar told go th e hospital one week later ee due swelling eyelid dr rx antibiotic gave tetanus shot,Major
coming step head pulley coal belt 4 tail pulley coal belt 5 stepped onpieces coal step twisted right ankle,Major
working 6x6x20 100 lb pc steel sliding sliding back coworker 3 rack fell rack striking shin ankle,Major
unchoking plugged feed chute 2 kiln hot dust flushed burnt employee hand back neck area,Major
employee pulling freight cart ups delivery employee lifted turned towards right side pulling cart put weight left leg employee felt pain left knee cap area,Major
employee working clinker basement hooking several ladder hook model 308 grove crane securing ladder rope noticed rope tangled equipment spotter misinterpreted movement hand signal raise load cause rt hand pinched cable,Major
employee twisted left ankle stepping crane resulting sprained ankle brace placed employee ankle hospital,Minor
employee standing piece duct work laying ground slipped fell landed another piece laying cutting leg,Minor
cleaning belt roller belt scraper caught struck ee l forearm result sent hospital found broke,Major
shoveling material floor conveyor belt 3 ft high twisted lower went hospital restricted activity resulted,Major
getting skid loader pl74 twisted ankle lip bucket causing grade 1 sprain,Major
welding bucket dirt go eye,Minor
emp dislodging rock rear tire rock split came back struck emp leg requiring stiches,Major
emp making repair plant holding onto beam emp felt right wrist pop emp reported claim record made appt see dr emp broken wrist,Major
employee walking step secondary plant got bottom step slipped fell landed left hand diagnosed fractured thumb,Major
driving haul truck uphill truck stalled rolled backwards onto berm rear wheel dropped berm facial laceration hairline hip fracture,Major
ee bolting miner attempting insert drill steel chuck raised drill head steel caught roof bent catching little finger drill steel bolter mast,Major
roof fall occurred 17 obhg longwall section tailgate entry fall measured 25 ft long 16 ft wide 20 ft high total height mine floor perso n injured equipment damaged,Minor
ee stepped motor stepped rock causing fall striking knee twisting knee ee start missing work,Major
two employee cleaning top miner pushing large rock slid pinching one employee left middle finger,Minor
changing 25hp pump pulled hand rail felt pain right groin hernia diagnosed surgery scheduled,Major
